{'weight': 72.0, 'image': ['/cropsImages/B/B01/AIF010/C43/C43_B01_003_211216171300.jpg', '/cropsImages/B/B01/AIF010/C43/C43_B01_003_211217161300.jpg', '/cropsImages/B/B01/AIF010/C43/C43_B01_003_211218171300.jpg', '/cropsImages/B/B01/AIF010/C43/C43_B01_003_211219171300.jpg', '/cropsImages/B/B01/AIF010/C43/C43_B01_003_211220171300.jpg', '/cropsImages/B/B01/AIF010/C43/C43_B01_003_211221171300.jpg', '/cropsImages/B/B01/AIF010/C43/C43_B01_003_211222171300.jpg', '/cropsImages/B/B01/AIF010/C43/C43_B01_003_211223171300.jpg', '/cropsImages/B/B01/AIF010/C43/C43_B01_003_211224171300.jpg', '/cropsImages/B/B01/AIF010/C43/C43_B01_003_211225171300.jpg'], 'env': [28.5, 11.0, 6.5, 5.5]}
{'weight': 14.0, 'image': ['/cropsImages/B/B01/AIF012/C35/C35_B01_003_220111164907.jpg', '/cropsImages/B/B01/AIF012/C35/C35_B01_003_220112164907.jpg', '/cropsImages/B/B01/AIF012/C35/C35_B01_003_220113174907.jpg', '/cropsImages/B/B01/AIF012/C35/C35_B01_003_220114164907.jpg', '/cropsImages/B/B01/AIF012/C35/C35_B01_003_220115164907.jpg', '/cropsImages/B/B01/AIF012/C35/C35_B01_003_220116174907.jpg', '/cropsImages/B/B01/AIF012/C35/C35_B01_003_220117144907.jpg', '/cropsImages/B/B01/AIF012/C35/C35_B01_003_220119164907.jpg', '/cropsImages/B/B01/AIF012/C35/C35_B01_003_220120174907.jpg', '/cropsImages/B/B01/AIF012/C35/C35_B01_003_220121154907.jpg'], 'env': [23.0, 7.0, 13.6, 10.0]}
{'weight': 30.0, 'image': ['/cropsImages/B/B01/AIF012/C35/C35_B01_002_220104172324.jpg', '/cropsImages/B/B01/AIF012/C35/C35_B01_002_220105172324.jpg', '/cropsImages/B/B01/AIF012/C35/C35_B01_002_220106172324.jpg', '/cropsImages/B/B01/AIF012/C35/C35_B01_002_220107172324.jpg', '/cropsImages/B/B01/AIF012/C35/C35_B01_002_220108172324.jpg', '/cropsImages/B/B01/AIF012/C35/C35_B01_002_220109102324.jpg', '/cropsImages/B/B01/AIF012/C35/C35_B01_002_220110172324.jpg', '/cropsImages/B/B01/AIF012/C35/C35_B01_002_220111164907.jpg', '/cropsImages/B/B01/AIF012/C35/C35_B01_002_220112164907.jpg', '/cropsImages/B/B01/AIF012/C35/C35_B01_002_220113164907.jpg'], 'env': [23.5, 8.0, 11.8, 10.7]}
{'weight': 11.0, 'image': ['/cropsImages/B/B02/AIF005/C23/C23_B02_002_211101172013.jpg', '/cropsImages/B/B02/AIF005/C23/C23_B02_002_211102162013.jpg', '/cropsImages/B/B02/AIF005/C23/C23_B02_002_211103132013.jpg', '/cropsImages/B/B02/AIF005/C23/C23_B02_002_211104162013.jpg', '/cropsImages/B/B02/AIF005/C23/C23_B02_002_211105172013.jpg', '/cropsImages/B/B02/AIF005/C23/C23_B02_002_211106172013.jpg', '/cropsImages/B/B02/AIF005/C23/C23_B02_002_211107152013.jpg', '/cropsImages/B/B02/AIF005/C23/C23_B02_002_211108162013.jpg', '/cropsImages/B/B02/AIF005/C23/C23_B02_002_211109172013.jpg', '/cropsImages/B/B02/AIF005/C23/C23_B02_002_211110152013.jpg'], 'env': [27.5, 8.0, 11.7, 8.6]}
{'weight': 3.0, 'image': ['/cropsImages/B/B01/AIF015/C60/C60_B01_001_211211161059.jpg', '/cropsImages/B/B01/AIF015/C60/C60_B01_001_211213172446.jpg', '/cropsImages/B/B01/AIF015/C60/C60_B01_001_211214172446.jpg', '/cropsImages/B/B01/AIF015/C60/C60_B01_001_211215172446.jpg', '/cropsImages/B/B01/AIF015/C60/C60_B01_001_211216172446.jpg', '/cropsImages/B/B01/AIF015/C60/C60_B01_001_211217172731.jpg', '/cropsImages/B/B01/AIF015/C60/C60_B01_001_211218172731.jpg', '/cropsImages/B/B01/AIF015/C60/C60_B01_001_211219172731.jpg', '/cropsImages/B/B01/AIF015/C60/C60_B01_001_211220172731.jpg', '/cropsImages/B/B01/AIF015/C60/C60_B01_001_211221172731.jpg'], 'env': [25.5, 5.0, 12.0, 9.5]}
{'weight': 4.0, 'image': ['/cropsImages/B/B01/AIF015/C72/C72_B01_002_211103170629.jpg', '/cropsImages/B/B01/AIF015/C72/C72_B01_002_211104170629.jpg', '/cropsImages/B/B01/AIF015/C72/C72_B01_002_211105170629.jpg', '/cropsImages/B/B01/AIF015/C72/C72_B01_002_211106170629.jpg', '/cropsImages/B/B01/AIF015/C72/C72_B01_002_211107170629.jpg', '/cropsImages/B/B01/AIF015/C72/C72_B01_002_211108170629.jpg', '/cropsImages/B/B01/AIF015/C72/C72_B01_002_211109170629.jpg', '/cropsImages/B/B01/AIF015/C72/C72_B01_002_211110170629.jpg', '/cropsImages/B/B01/AIF015/C72/C72_B01_002_211111170629.jpg', '/cropsImages/B/B01/AIF015/C72/C72_B01_002_211112170629.jpg'], 'env': [21.5, 8.0, 12.0, 9.5]}
{'weight': 18.0, 'image': ['/cropsImages/B/B01/AIF010/C40/C40_B01_002_211216171034.jpg', '/cropsImages/B/B01/AIF010/C40/C40_B01_002_211217161034.jpg', '/cropsImages/B/B01/AIF010/C40/C40_B01_002_211218171034.jpg', '/cropsImages/B/B01/AIF010/C40/C40_B01_002_211219171034.jpg', '/cropsImages/B/B01/AIF010/C40/C40_B01_002_211220171034.jpg', '/cropsImages/B/B01/AIF010/C40/C40_B01_002_211221171034.jpg', '/cropsImages/B/B01/AIF010/C40/C40_B01_002_211222171034.jpg', '/cropsImages/B/B01/AIF010/C40/C40_B01_002_211223171034.jpg', '/cropsImages/B/B01/AIF010/C40/C40_B01_002_211224171034.jpg', '/cropsImages/B/B01/AIF010/C40/C40_B01_002_211225161034.jpg'], 'env': [29.0, 14.0, 7.0, 6.0]}
{'weight': 48.0, 'image': ['/cropsImages/B/B01/AIF010/C42/C42_B01_004_211202171341.jpg', '/cropsImages/B/B01/AIF010/C42/C42_B01_004_211203161341.jpg', '/cropsImages/B/B01/AIF010/C42/C42_B01_004_211204161341.jpg', '/cropsImages/B/B01/AIF010/C42/C42_B01_004_211205171341.jpg', '/cropsImages/B/B01/AIF010/C42/C42_B01_004_211206161341.jpg', '/cropsImages/B/B01/AIF010/C42/C42_B01_004_211207121341.jpg', '/cropsImages/B/B01/AIF010/C42/C42_B01_004_211208161341.jpg', '/cropsImages/B/B01/AIF010/C42/C42_B01_004_211209171341.jpg', '/cropsImages/B/B01/AIF010/C42/C42_B01_004_211210171341.jpg', '/cropsImages/B/B01/AIF010/C42/C42_B01_004_211211171341.jpg'], 'env': [28.5, 10.0, 6.5, 5.5]}
{'weight': 1.0, 'image': ['/cropsImages/B/B01/AIF015/C71/C71_B01_002_211114170225.jpg', '/cropsImages/B/B01/AIF015/C71/C71_B01_002_211115170225.jpg', '/cropsImages/B/B01/AIF015/C71/C71_B01_002_211116164539.jpg', '/cropsImages/B/B01/AIF015/C71/C71_B01_002_211117164539.jpg', '/cropsImages/B/B01/AIF015/C71/C71_B01_002_211118164539.jpg', '/cropsImages/B/B01/AIF015/C71/C71_B01_002_211119164539.jpg', '/cropsImages/B/B01/AIF015/C71/C71_B01_002_211120164539.jpg', '/cropsImages/B/B01/AIF015/C71/C71_B01_002_211121164539.jpg', '/cropsImages/B/B01/AIF015/C71/C71_B01_002_211122164539.jpg', '/cropsImages/B/B01/AIF015/C71/C71_B01_002_211123164539.jpg'], 'env': [15.5, 9.0, 11.5, 8.5]}
{'weight': 44.0, 'image': ['/cropsImages/B/B01/AIF010/C44/C44_B01_001_211125171403.jpg', '/cropsImages/B/B01/AIF010/C44/C44_B01_001_211126161403.jpg', '/cropsImages/B/B01/AIF010/C44/C44_B01_001_211127171403.jpg', '/cropsImages/B/B01/AIF010/C44/C44_B01_001_211128171403.jpg', '/cropsImages/B/B01/AIF010/C44/C44_B01_001_211129171403.jpg', '/cropsImages/B/B01/AIF010/C44/C44_B01_001_211130171403.jpg', '/cropsImages/B/B01/AIF010/C44/C44_B01_001_211201171403.jpg', '/cropsImages/B/B01/AIF010/C44/C44_B01_001_211202171403.jpg', '/cropsImages/B/B01/AIF010/C44/C44_B01_001_211203171403.jpg', '/cropsImages/B/B01/AIF010/C44/C44_B01_001_211204171403.jpg'], 'env': [31.0, 11.0, 8.6, 7.5]}
{'weight': 2.0, 'image': ['/cropsImages/B/B01/AIF013/C54/C54_B01_002_211103165017.jpg', '/cropsImages/B/B01/AIF013/C54/C54_B01_002_211104165017.jpg', '/cropsImages/B/B01/AIF013/C54/C54_B01_002_211105165017.jpg', '/cropsImages/B/B01/AIF013/C54/C54_B01_002_211106085017.jpg', '/cropsImages/B/B01/AIF013/C54/C54_B01_002_211107165017.jpg', '/cropsImages/B/B01/AIF013/C54/C54_B01_002_211108165017.jpg', '/cropsImages/B/B01/AIF013/C54/C54_B01_002_211109165017.jpg', '/cropsImages/B/B01/AIF013/C54/C54_B01_002_211110165017.jpg', '/cropsImages/B/B01/AIF013/C54/C54_B01_002_211111165017.jpg', '/cropsImages/B/B01/AIF013/C54/C54_B01_002_211112165017.jpg'], 'env': [22.5, 5.0, 10.5, 7.5]}
{'weight': 3.0, 'image': ['/cropsImages/B/B01/AIF013/C54/C54_B01_001_211103165017.jpg', '/cropsImages/B/B01/AIF013/C54/C54_B01_001_211104165017.jpg', '/cropsImages/B/B01/AIF013/C54/C54_B01_001_211105165017.jpg', '/cropsImages/B/B01/AIF013/C54/C54_B01_001_211106085017.jpg', '/cropsImages/B/B01/AIF013/C54/C54_B01_001_211107165017.jpg', '/cropsImages/B/B01/AIF013/C54/C54_B01_001_211108165017.jpg', '/cropsImages/B/B01/AIF013/C54/C54_B01_001_211109165017.jpg', '/cropsImages/B/B01/AIF013/C54/C54_B01_001_211110165017.jpg', '/cropsImages/B/B01/AIF013/C54/C54_B01_001_211111165017.jpg', '/cropsImages/B/B01/AIF013/C54/C54_B01_001_211112165017.jpg'], 'env': [24.0, 5.0, 10.5, 8.5]}
{'weight': 15.0, 'image': ['/cropsImages/B/B01/AIF013/C65/C65_B01_003_211128164158.jpg', '/cropsImages/B/B01/AIF013/C65/C65_B01_003_211129164158.jpg', '/cropsImages/B/B01/AIF013/C65/C65_B01_003_211130164158.jpg', '/cropsImages/B/B01/AIF013/C65/C65_B01_003_211201164158.jpg', '/cropsImages/B/B01/AIF013/C65/C65_B01_003_211202164158.jpg', '/cropsImages/B/B01/AIF013/C65/C65_B01_003_211203164159.jpg', '/cropsImages/B/B01/AIF013/C65/C65_B01_003_211204164158.jpg', '/cropsImages/B/B01/AIF013/C65/C65_B01_003_211205164158.jpg', '/cropsImages/B/B01/AIF013/C65/C65_B01_003_211206164158.jpg', '/cropsImages/B/B01/AIF013/C65/C65_B01_003_211207164158.jpg'], 'env': [28.5, 8.0, 13.0, 10.0]}
{'weight': 33.0, 'image': ['/cropsImages/B/B01/AIF010/C43/C43_B01_004_211223171300.jpg', '/cropsImages/B/B01/AIF010/C43/C43_B01_004_211224171300.jpg', '/cropsImages/B/B01/AIF010/C43/C43_B01_004_211225171300.jpg', '/cropsImages/B/B01/AIF010/C43/C43_B01_004_211226171300.jpg', '/cropsImages/B/B01/AIF010/C43/C43_B01_004_211227171300.jpg', '/cropsImages/B/B01/AIF010/C43/C43_B01_004_211228171300.jpg', '/cropsImages/B/B01/AIF010/C43/C43_B01_004_211229171300.jpg', '/cropsImages/B/B01/AIF010/C43/C43_B01_004_211230171300.jpg', '/cropsImages/B/B01/AIF010/C43/C43_B01_004_211231171300.jpg', '/cropsImages/B/B01/AIF010/C43/C43_B01_004_220101161300.jpg'], 'env': [28.5, 13.0, 8.2, 6.0]}
{'weight': 4.0, 'image': ['/cropsImages/B/B01/AIF004/C20/C20_B01_002_211101153641.jpg', '/cropsImages/B/B01/AIF004/C20/C20_B01_002_211102173641.jpg', '/cropsImages/B/B01/AIF004/C20/C20_B01_002_211103173641.jpg', '/cropsImages/B/B01/AIF004/C20/C20_B01_002_211104163641.jpg', '/cropsImages/B/B01/AIF004/C20/C20_B01_002_211105173641.jpg', '/cropsImages/B/B01/AIF004/C20/C20_B01_002_211106173641.jpg', '/cropsImages/B/B01/AIF004/C20/C20_B01_002_211107173641.jpg', '/cropsImages/B/B01/AIF004/C20/C20_B01_002_211108173641.jpg', '/cropsImages/B/B01/AIF004/C20/C20_B01_002_211109163641.jpg', '/cropsImages/B/B01/AIF004/C20/C20_B01_002_211110173641.jpg'], 'env': [30.4, 8.0, 12.0, 9.7]}
{'weight': 11.0, 'image': ['/cropsImages/B/B02/AIF005/C24/C24_B02_006_211025172321.jpg', '/cropsImages/B/B02/AIF005/C24/C24_B02_006_211026172321.jpg', '/cropsImages/B/B02/AIF005/C24/C24_B02_006_211027172321.jpg', '/cropsImages/B/B02/AIF005/C24/C24_B02_006_211028172321.jpg', '/cropsImages/B/B02/AIF005/C24/C24_B02_006_211029172321.jpg', '/cropsImages/B/B02/AIF005/C24/C24_B02_006_211030172321.jpg', '/cropsImages/B/B02/AIF005/C24/C24_B02_006_211031172321.jpg', '/cropsImages/B/B02/AIF005/C24/C24_B02_006_211101172321.jpg', '/cropsImages/B/B02/AIF005/C24/C24_B02_006_211102152321.jpg', '/cropsImages/B/B02/AIF005/C24/C24_B02_006_211103172321.jpg'], 'env': [31.0, 12.0, 14.3, 9.8]}
{'weight': 2.0, 'image': ['/cropsImages/B/B01/AIF013/C54/C54_B01_002_211107165017.jpg', '/cropsImages/B/B01/AIF013/C54/C54_B01_002_211108165017.jpg', '/cropsImages/B/B01/AIF013/C54/C54_B01_002_211109165017.jpg', '/cropsImages/B/B01/AIF013/C54/C54_B01_002_211110165017.jpg', '/cropsImages/B/B01/AIF013/C54/C54_B01_002_211111165017.jpg', '/cropsImages/B/B01/AIF013/C54/C54_B01_002_211112165017.jpg', '/cropsImages/B/B01/AIF013/C54/C54_B01_002_211113165017.jpg', '/cropsImages/B/B01/AIF013/C54/C54_B01_002_211114165017.jpg', '/cropsImages/B/B01/AIF013/C54/C54_B01_002_211115165017.jpg', '/cropsImages/B/B01/AIF013/C54/C54_B01_002_211116165017.jpg'], 'env': [24.0, 5.0, 10.5, 7.5]}
{'weight': 19.0, 'image': ['/cropsImages/B/B01/AIF010/C41/C41_B01_003_211216164513.jpg', '/cropsImages/B/B01/AIF010/C41/C41_B01_003_211217164513.jpg', '/cropsImages/B/B01/AIF010/C41/C41_B01_003_211218164513.jpg', '/cropsImages/B/B01/AIF010/C41/C41_B01_003_211219164513.jpg', '/cropsImages/B/B01/AIF010/C41/C41_B01_003_211220164513.jpg', '/cropsImages/B/B01/AIF010/C41/C41_B01_003_211221164513.jpg', '/cropsImages/B/B01/AIF010/C41/C41_B01_003_211222164513.jpg', '/cropsImages/B/B01/AIF010/C41/C41_B01_003_211223164513.jpg', '/cropsImages/B/B01/AIF010/C41/C41_B01_003_211224164513.jpg', '/cropsImages/B/B01/AIF010/C41/C41_B01_003_211225164513.jpg'], 'env': [21.0, 14.0, 6.0, 5.5]}
{'weight': 24.0, 'image': ['/cropsImages/B/B01/AIF010/C39/C39_B01_005_211213170519.jpg', '/cropsImages/B/B01/AIF010/C39/C39_B01_005_211214170519.jpg', '/cropsImages/B/B01/AIF010/C39/C39_B01_005_211215170519.jpg', '/cropsImages/B/B01/AIF010/C39/C39_B01_005_211216160519.jpg', '/cropsImages/B/B01/AIF010/C39/C39_B01_005_211220164158.jpg', '/cropsImages/B/B01/AIF010/C39/C39_B01_005_211221164158.jpg', '/cropsImages/B/B01/AIF010/C39/C39_B01_005_211222164158.jpg', '/cropsImages/B/B01/AIF010/C39/C39_B01_005_211223144158.jpg', '/cropsImages/B/B01/AIF010/C39/C39_B01_005_211224124158.jpg', '/cropsImages/B/B01/AIF010/C39/C39_B01_005_211225164158.jpg'], 'env': [32.0, 13.0, 7.0, 7.0]}
{'weight': 22.0, 'image': ['/cropsImages/B/B01/AIF012/C37/C37_B01_002_211229172535.jpg', '/cropsImages/B/B01/AIF012/C37/C37_B01_002_211230172535.jpg', '/cropsImages/B/B01/AIF012/C37/C37_B01_002_211231172535.jpg', '/cropsImages/B/B01/AIF012/C37/C37_B01_002_220101172535.jpg', '/cropsImages/B/B01/AIF012/C37/C37_B01_002_220102172535.jpg', '/cropsImages/B/B01/AIF012/C37/C37_B01_002_220103172535.jpg', '/cropsImages/B/B01/AIF012/C37/C37_B01_002_220104172535.jpg', '/cropsImages/B/B01/AIF012/C37/C37_B01_002_220105152535.jpg', '/cropsImages/B/B01/AIF012/C37/C37_B01_002_220106172535.jpg', '/cropsImages/B/B01/AIF012/C37/C37_B01_002_220107132535.jpg'], 'env': [20.0, 6.0, 11.5, 9.7]}
{'weight': 11.0, 'image': ['/cropsImages/B/B01/AIF006/C06/C06_B01_25_32_001_220104082821.jpg', '/cropsImages/B/B01/AIF006/C06/C06_B01_25_32_001_220105132821.jpg', '/cropsImages/B/B01/AIF006/C06/C06_B01_25_32_001_220108082053.jpg', '/cropsImages/B/B01/AIF006/C06/C06_B01_25_32_001_220110172053.jpg', '/cropsImages/B/B01/AIF006/C06/C06_B01_25_32_001_220111102053.jpg', '/cropsImages/B/B01/AIF006/C06/C06_B01_25_32_001_220114162053.jpg', '/cropsImages/B/B01/AIF006/C06/C06_B01_25_32_001_220116092053.jpg', '/cropsImages/B/B01/AIF006/C06/C06_B01_25_32_001_220117102053.jpg', '/cropsImages/B/B01/AIF006/C06/C06_B01_25_32_001_220118152053.jpg', '/cropsImages/B/B01/AIF006/C06/C06_B01_25_32_001_220119172053.jpg'], 'env': [28.5, 13.0, 9.5, 9.5]}
